time,name,status
0.0,hexokinase_or_glucokinase,triggered
0.0,pgm_G6P_to_G1P,triggered
0.0,udpGlucoseSynthesis,triggered
0.0,glycogenSynthaseStep,stopped
0.0,branchingEnzymeStep,triggered
0.0,glycogenPhosphorylaseStep,stopped
0.0,debranchingEnzymeStep,triggered
0.0,g1p_to_g6p,stopped
0.0,pepck_OAA_to_PEP,triggered
0.0,g6pase_G6P_to_Glucose,stopped
0.0,glycolysis_middle_steps,triggered
0.0,pyruvateKinase_step,stopped
0.0,fattyAcidSynthesis,triggered
0.0,betaOxidation,stopped
0.0,deNovoLipogenesis,stopped
0.0,lipidTransport,triggered
0.0,adiposeLipolysis,stopped
0.0,aminoAcidCatabolism,triggered
0.0,aminoAcidSynthesisTransport,triggered
0.0,oxidativePhosphorylation,triggered
0.0,ketogenesis,stopped
0.0,cps1_Ammonia_to_CarbamoylPhosphate,stopped
0.0,otc_CarbamoylPhosphate_to_Citrulline,stopped
0.0,ass1_Citrulline_to_ASP_Argininosuccinate,stopped
0.0,asl_Argininosuccinate_to_Arginine_Fumarate,stopped
0.0,arg1_Arginine_to_Urea_Ornithine,stopped
0.0,phaseI_OxRed,stopped
0.0,phaseII_Conjugation,stopped
0.0,bilirubinUGT,stopped
0.0,ethanol_ADH,stopped
0.0,acetaldehyde_ALDH,stopped
0.0,acetate_to_acetylcoa,stopped
0.0,bileAcidSynthesis,triggered
0.0,plasmaProteinSynthesis,triggered
0.0,coagulationFactorSynthesis,triggered
0.0,cytosolicATPase_load,triggered
0.016666666666666666,cps1_Ammonia_to_CarbamoylPhosphate,triggered
0.03333333333333333,fattyAcidSynthesis,stopped
0.03333333333333333,lipidTransport,stopped
0.03333333333333333,adiposeLipolysis,triggered
0.03333333333333333,otc_CarbamoylPhosphate_to_Citrulline,triggered
0.05,glycogenPhosphorylaseStep,triggered
0.06666666666666667,glycogenPhosphorylaseStep,stopped
0.06666666666666667,fattyAcidSynthesis,triggered
0.06666666666666667,lipidTransport,triggered
0.06666666666666667,adiposeLipolysis,stopped
0.08333333333333333,fattyAcidSynthesis,stopped
0.08333333333333333,lipidTransport,stopped
0.08333333333333333,adiposeLipolysis,triggered
0.1,glycogenPhosphorylaseStep,triggered
0.11666666666666667,glycogenPhosphorylaseStep,stopped
0.11666666666666667,fattyAcidSynthesis,triggered
0.11666666666666667,lipidTransport,triggered
0.11666666666666667,adiposeLipolysis,stopped
0.13333333333333333,fattyAcidSynthesis,stopped
0.13333333333333333,lipidTransport,stopped
0.13333333333333333,adiposeLipolysis,triggered
0.13333333333333333,ass1_Citrulline_to_ASP_Argininosuccinate,triggered
0.15,glycogenPhosphorylaseStep,triggered
0.16666666666666666,glycogenPhosphorylaseStep,stopped
0.18333333333333332,glycogenPhosphorylaseStep,triggered
0.2,glycogenPhosphorylaseStep,stopped
0.2,fattyAcidSynthesis,triggered
0.2,lipidTransport,triggered
0.2,adiposeLipolysis,stopped
0.21666666666666667,fattyAcidSynthesis,stopped
0.21666666666666667,lipidTransport,stopped
0.21666666666666667,adiposeLipolysis,triggered
0.23333333333333334,glycogenPhosphorylaseStep,triggered
0.25,glycogenPhosphorylaseStep,stopped
0.25,fattyAcidSynthesis,triggered
0.25,lipidTransport,triggered
0.25,adiposeLipolysis,stopped
0.26666666666666666,fattyAcidSynthesis,stopped
0.26666666666666666,lipidTransport,stopped
0.26666666666666666,adiposeLipolysis,triggered
0.26666666666666666,asl_Argininosuccinate_to_Arginine_Fumarate,triggered
0.26666666666666666,arg1_Arginine_to_Urea_Ornithine,triggered
0.2833333333333333,glycogenPhosphorylaseStep,triggered
0.3,glycogenPhosphorylaseStep,stopped
0.3,fattyAcidSynthesis,triggered
0.3,lipidTransport,triggered
0.3,adiposeLipolysis,stopped
0.31666666666666665,glycogenPhosphorylaseStep,triggered
0.31666666666666665,fattyAcidSynthesis,stopped
0.31666666666666665,lipidTransport,stopped
0.31666666666666665,adiposeLipolysis,triggered
0.3333333333333333,glycogenPhosphorylaseStep,stopped
0.3333333333333333,fattyAcidSynthesis,triggered
0.3333333333333333,lipidTransport,triggered
0.3333333333333333,adiposeLipolysis,stopped
0.35,fattyAcidSynthesis,stopped
0.35,lipidTransport,stopped
0.35,adiposeLipolysis,triggered
0.36666666666666664,glycogenPhosphorylaseStep,triggered
0.38333333333333336,glycogenPhosphorylaseStep,stopped
0.38333333333333336,fattyAcidSynthesis,triggered
0.38333333333333336,lipidTransport,triggered
0.38333333333333336,adiposeLipolysis,stopped
0.4,fattyAcidSynthesis,stopped
0.4,lipidTransport,stopped
0.4,adiposeLipolysis,triggered
0.4166666666666667,glycogenPhosphorylaseStep,triggered
0.43333333333333335,glycogenPhosphorylaseStep,stopped
0.45,glycogenPhosphorylaseStep,triggered
0.4666666666666667,glycogenPhosphorylaseStep,stopped
0.4666666666666667,fattyAcidSynthesis,triggered
0.4666666666666667,lipidTransport,triggered
0.4666666666666667,adiposeLipolysis,stopped
0.48333333333333334,fattyAcidSynthesis,stopped
0.48333333333333334,lipidTransport,stopped
0.48333333333333334,adiposeLipolysis,triggered
0.5,glycogenPhosphorylaseStep,triggered
0.5166666666666667,glycogenPhosphorylaseStep,stopped
0.5333333333333333,glycogenPhosphorylaseStep,triggered
0.55,glycogenPhosphorylaseStep,stopped
0.55,fattyAcidSynthesis,triggered
0.55,lipidTransport,triggered
0.55,adiposeLipolysis,stopped
0.5666666666666667,fattyAcidSynthesis,stopped
